"","PK_RANDOM_SAMPLE_LOCATION","FK_EPA_RANDOM_ID","NEST1_WT","EPA_OVERSAMPLE","EPA_DIVISION","STRATUM","MULTIDENSITY_CATEGORY","WELL_DENSITY","WELL_WEIGHT","AQUIFER_WEIGHT","RESOURCE_TYPE","REPORTING_UNIT","RANDOM_LATITUDE","RANDOM_LONGITUDE","HYDROLOGIC_UNIT_CODE","HYDROLOGIC_UNIT_NAME","CAN_BE_SAMPLED","EXCLUSION_CATEGORY","EXCLUSION_CRITERIA","SAMPLED_DATE","HECTARES","ANALYSIS_SUITE","LOCATIONAL_DATUM","FK_PROJECT","FK_STATION","SAMPLE_LATITUDE","SAMPLE_LONGITUDE","FK_WELL_LISTFRAME_ID","NUTRIENT_WATERSHED_REGION","SCI_DO_BIOREGION_2012"
"441","Z2-CA-14066","FLGW20001-0466",NA,NA,NA,"ZONE 2 - CONFINED",0.004498138857,1.18042e-10,222.314168523601,NA,"CONFINED AQUIFER","ZONE 2",295601,822739,3110206,"SANTA FE","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z2CA2002",NA,NA,NA,23722,NA,NA
"442","Z2-CA-14067","FLGW20001-0467",NA,NA,NA,"ZONE 2 - CONFINED",0.005737137995,9.255e-11,174.30293656726,NA,"CONFINED AQUIFER","ZONE 2",302827,831508,3110203,"WITHLACOOCHEE","N","NO PERMISSION FROM OWNER","ACCESS DENIED BY PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA2002",NA,NA,NA,21654,NA,NA
"443","Z2-CA-14068","FLGW20001-0468",NA,NA,NA,"ZONE 2 - CONFINED",0.008927025491,5.9479e-11,112.019395600894,NA,"CONFINED AQUIFER","ZONE 2",302226.1,831621.4,3110205,"LOWER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z2CA2002",NA,NA,NA,22016,NA,NA
"444","Z2-CA-14069","FLGW20001-0469",NA,NA,NA,"ZONE 2 - CONFINED",0.004124731481,1.28728e-10,242.440024188805,NA,"CONFINED AQUIFER","ZONE 2",301204,824647,3110201,"UPPER SUWANNEE","Y",NA,NA,2020-03-18,NA,NA,"NAD27","Z2CA2002",57352,301204.164,824646.762,22506,NA,NA
"445","Z2-CA-14070","FLGW20001-0470",NA,NA,NA,"ZONE 2 - CONFINED",0.005599317999,9.4828e-11,178.593178700675,NA,"CONFINED AQUIFER","ZONE 2",300343,821109,3110206,"SANTA FE","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z2CA2002",NA,NA,NA,23475,NA,NA
"446","Z2-CA-14071","FLGW20001-0471",NA,NA,NA,"ZONE 2 - CONFINED",0.005984307154,8.8727e-11,167.103722162035,NA,"CONFINED AQUIFER","ZONE 2",294023,825550,3110205,"LOWER SUWANNEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA2002",NA,NA,NA,24605,NA,NA
"447","Z2-CA-14072","FLGW20001-0472",NA,NA,NA,"ZONE 2 - CONFINED",0.009297862993,5.7107e-11,107.551595535492,NA,"CONFINED AQUIFER","ZONE 2",302410,824623,3110201,"UPPER SUWANNEE","Y",NA,NA,2020-03-24,NA,NA,"NAD27","Z2CA2002",57353,302409.388,824550.683,22114,NA,NA
"448","Z3-CA-12001","FLGW18001-0801",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,9.084e-12,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",281112.856,803742.7,3080202,"CAPE CANAVERAL","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"WGS84","Z3CA1802",3704,281112.856,803742.7,1856,NA,NA
"449","Z3-CA-12002","FLGW18001-0802",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,1.9767e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",290827.986,820332.893,3100208,"WITHLACOOCHEE","N","OTHERWISE UNSAMPLEABLE","WELL DAMAGED",NA,NA,NA,"WGS84","Z3CA1802",1501,290827.986,820332.893,7182,NA,NA
"450","Z3-CA-12003","FLGW18001-0803",NA,NA,NA,"ZONE 3 - CONFINED",0.013778611791,4.1014e-11,72.57625188476,NA,"CONFINED AQUIFER","ZONE 3",300833,813349,3080103,"LOWER ST. JOHNS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1802",4156,300833,813349,2745,NA,NA
"451","Z3-CA-12004","FLGW18001-0804",NA,NA,NA,"ZONE 3 - CONFINED",0.013270757471,4.2584e-11,75.35364896801,NA,"CONFINED AQUIFER","ZONE 3",293842,815032,3080102,"OKLAWAHA","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1802",5890,293842,815032,2544,NA,NA
"452","Z3-CA-12005","FLGW18001-0805",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,7.793e-12,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",280657.69,810026.269,3080101,"UPPER ST. JOHNS","N","UNABLE TO ACCESS","SAMPLER UNABLE TO GET EQUIPMENT INTO WELL",NA,NA,NA,"NAD83","Z3CA1802",NA,NA,NA,20128,NA,NA
"453","Z3-CA-12006","FLGW18001-0806",NA,NA,NA,"ZONE 3 - CONFINED",0.009248467424,6.1104e-11,108.126022853224,NA,"CONFINED AQUIFER","ZONE 3",285323.688,812739.036,3080101,"UPPER ST. JOHNS","Y",NA,NA,2018-02-27,NA,NA,"WGS84","Z3CA1802",24165,285323.714,812739.109,7062,NA,NA
"454","Z3-CA-12007","FLGW18001-0807",NA,NA,NA,"ZONE 3 - CONFINED",0.013486054513,4.1904e-11,74.150671648015,NA,"CONFINED AQUIFER","ZONE 3",301033,813813,3080103,"LOWER ST. JOHNS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1802",4158,301033,813813,2772,NA,NA
"455","Z3-CA-12008","FLGW18001-0808",NA,NA,NA,"ZONE 3 - CONFINED",0.014540921619,3.8864e-11,68.771431839877,NA,"CONFINED AQUIFER","ZONE 3",295917,813455,3080103,"LOWER ST. JOHNS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1802",5937,295917,813455,2651,NA,NA
"456","Z3-CA-12009","FLGW18001-0809",NA,NA,NA,"ZONE 3 - CONFINED",0.011717507108,4.8229e-11,85.342384754072,NA,"CONFINED AQUIFER","ZONE 3",284050,810652.999,3080101,"UPPER ST. JOHNS","Y",NA,NA,2018-03-15,NA,NA,"NAD83","Z3CA1802",53052,284053.651,810653.284,20459,NA,NA
"457","Z3-CA-12010","FLGW18001-0810",NA,NA,NA,"ZONE 3 - CONFINED",0.008267548892,6.8354e-11,120.954833540063,NA,"CONFINED AQUIFER","ZONE 3",285513.361,812028.381,3080101,"UPPER ST. JOHNS","Y",NA,NA,2018-02-06,NA,NA,"WGS84","Z3CA1802",24161,285513.42,812028.254,17451,NA,NA
"458","Z3-CA-12011","FLGW18001-0811",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,7.844e-12,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",304121.574,815508.163,3070204,"ST. MARYS","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"WGS84","Z3CA1802",1850,304121.574,815508.163,11572,NA,NA
"459","Z3-CA-12012","FLGW18001-0812",NA,NA,NA,"ZONE 3 - CONFINED",0.01373097146,4.1157e-11,72.828059029478,NA,"CONFINED AQUIFER","ZONE 3",292841,813537,3080101,"UPPER ST. JOHNS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1802",5846,292841,813537,2486,NA,NA
"460","Z3-CA-12013","FLGW18001-0813",NA,NA,NA,"ZONE 3 - CONFINED",0.023550212869,2.3996e-11,42.462461192068,NA,"CONFINED AQUIFER","ZONE 3",285832.97,805718.11,3080202,"CAPE CANAVERAL","Y",NA,NA,2018-02-06,NA,NA,"NAD83","Z3CA1802",53053,285833.002,805718.142,17382,NA,NA
"461","Z3-CA-12014","FLGW18001-0814",NA,NA,NA,"ZONE 3 - CONFINED",0.011426962788,4.9455e-11,87.51231789197,NA,"CONFINED AQUIFER","ZONE 3",283411,811814,3080101,"UPPER ST. JOHNS","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z3CA1802",5519,283411,811814,2034,NA,NA
"462","Z3-CA-12015","FLGW18001-0815",NA,NA,NA,"ZONE 3 - CONFINED",0.01289956118,4.3809e-11,77.522016915698,NA,"CONFINED AQUIFER","ZONE 3",293905.876,815225.32,3080102,"OKLAWAHA","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1802",5895,293905,815226,2549,NA,NA
"463","Z3-CA-12016","FLGW18001-0816",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,1.3649e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",294010.531,822610.769,3080102,"OKLAWAHA","Y",NA,NA,2018-02-12,NA,NA,"WGS84","Z3CA1802",1712,294011.064,822610.174,13671,NA,NA
"464","Z3-CA-12017","FLGW18001-0817",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,6.727e-12,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",273436.843,802550.307,3080203,"VERO BEACH","Y",NA,NA,2018-02-13,NA,NA,"WGS84","Z3CA1802",1267,273436.854,802550.3,6756,NA,NA
"465","Z3-CA-12018","FLGW18001-0818",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,2.1164e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",283600.957,814919.756,3080102,"OKLAWAHA","Y",NA,NA,2018-02-07,NA,NA,"NAD83","Z3CA1802",53054,283600.983,814919.768,19861,NA,NA
"466","Z3-CA-12019","FLGW18001-0819",NA,NA,NA,"ZONE 3 - CONFINED",0.023567219434,2.3979e-11,42.431819450802,NA,"CONFINED AQUIFER","ZONE 3",301851.999,812342,3080103,"LOWER ST. JOHNS","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z3CA1802",NA,NA,NA,19729,NA,NA
"467","Z3-CA-12020","FLGW18001-0820",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,1.9951e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",291755.953,820626.104,3080102,"OKLAWAHA","Y",NA,NA,2018-02-05,NA,NA,"HPGN","Z3CA1802",53055,291756.039,820625.887,30807,NA,NA
"468","Z3-CA-12021","FLGW18001-0821",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,1.052e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",275539.935,804129.26,3080101,"UPPER ST. JOHNS","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"WGS84","Z3CA1802",1295,275539.935,804129.26,5512,NA,NA
"469","Z3-CA-12022","FLGW18001-0822",NA,NA,NA,"ZONE 3 - CONFINED",0.012790532131,4.4183e-11,78.182830061083,NA,"CONFINED AQUIFER","ZONE 3",285507,813838,3080102,"OKLAWAHA","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1802",4961,285507,813838,2304,NA,NA
"470","Z3-CA-12023","FLGW18001-0823",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,1.7646e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",302850.999,814927.999,3070205,"NASSAU","Y",NA,NA,2018-02-20,NA,NA,"NAD27","Z3CA1802",53056,302852.011,814926.436,20087,NA,NA
"471","Z3-CA-12024","FLGW18001-0824",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,1.5919e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",293129.403,810907.592,3080201,"DAYTONA-ST. AUGUSTINE","Y",NA,NA,2018-02-21,NA,NA,"WGS84","Z3CA1802",1639,293129.432,810907.536,6061,NA,NA
"472","Z3-CA-12025","FLGW18001-0825",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,1.5167e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",284124.97,805116.04,3080101,"UPPER ST. JOHNS","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"WGS84","Z3CA1802",NA,NA,NA,2130,NA,NA
"473","Z3-CA-12026","FLGW18001-0826",NA,NA,NA,"ZONE 3 - CONFINED",0.013976012829,4.0435e-11,71.551165000404,NA,"CONFINED AQUIFER","ZONE 3",290229.477,813737.328,3080101,"UPPER ST. JOHNS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1802",4986,290229.477,813737.328,2392,NA,NA
"474","Z3-CA-12027","FLGW18001-0827",NA,NA,NA,"ZONE 3 - CONFINED",0.013352643967,4.2323e-11,74.891534777804,NA,"CONFINED AQUIFER","ZONE 3",300339.53,813838.68,3080103,"LOWER ST. JOHNS","Y",NA,NA,2018-02-21,NA,NA,"NAD83","Z3CA1802",53057,300339.249,813838.738,14266,NA,NA
"475","Z3-CA-12028","FLGW18001-0828",NA,NA,NA,"ZONE 3 - CONFINED",0.016393474551,3.4472e-11,60.999881196686,NA,"CONFINED AQUIFER","ZONE 3",292735,812318,3080103,"LOWER ST. JOHNS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1802",4266,292735,812318,2479,NA,NA
"476","Z3-CA-12029","FLGW18001-0829",NA,NA,NA,"ZONE 3 - CONFINED",0.018605121613,3.0374e-11,53.748640874298,NA,"CONFINED AQUIFER","ZONE 3",285751.852,814715.767,3080102,"OKLAWAHA","Y",NA,NA,2018-02-27,NA,NA,"NAD27","Z3CA1802",5189,285751.831,814715.763,2341,NA,NA
"477","Z3-CA-12030","FLGW18001-0830",NA,NA,NA,"ZONE 3 - CONFINED",0.007329493666,7.7102e-11,136.435072533607,NA,"CONFINED AQUIFER","ZONE 3",284322,812206,3080101,"UPPER ST. JOHNS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1802",6148,284322,812206,2154,NA,NA
"478","Z3-CA-12031","FLGW18001-0831",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,2.1707e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",300319.074,820153.298,3080103,"LOWER ST. JOHNS","Y",NA,NA,2018-02-26,NA,NA,"NAD83","Z3CA1802",46579,300319.076,820153.336,5709,NA,NA
"479","Z3-CA-12032","FLGW18001-0832",NA,NA,NA,"ZONE 3 - CONFINED",0.022662551247,2.4936e-11,44.125658630312,NA,"CONFINED AQUIFER","ZONE 3",294104.596,821712.65,3080102,"OKLAWAHA","N","OTHERWISE UNSAMPLEABLE","DEPTH TO WATER TOO DEEP FOR PURGING WITH AVAILABLE EQUIPMENT",NA,NA,NA,"WGS84","Z3CA1802",38425,294104.596,821712.65,3629,NA,NA
"480","Z3-CA-12033","FLGW18001-0833",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,1.4055e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",274638.595,802840.515,3080203,"VERO BEACH","Y",NA,NA,2018-03-14,NA,NA,"NAD83","Z3CA1802",53058,274638.62,802840.474,6773,NA,NA
"481","Z3-CA-12034","FLGW18001-0834",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,2.1546e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",284438,815223,3080102,"OKLAWAHA","Y",NA,NA,2018-03-13,NA,NA,"NAD27","Z3CA1802",53059,284438.266,815222.856,19853,NA,NA
"482","Z3-CA-12035","FLGW18001-0835",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,1.9838e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",303435,812714,3070205,"NASSAU","Y",NA,NA,2018-03-19,NA,NA,"HPGN","Z3CA1802",53060,303435.062,812711.496,11568,NA,NA
"483","Z3-CA-12036","FLGW18001-0836",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,1.415e-11,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",294958.433,812127.245,3080201,"DAYTONA-ST. AUGUSTINE","Y",NA,NA,2018-03-20,NA,NA,"WGS84","Z3CA1802",34224,294958.482,812127.264,14275,NA,NA
"484","Z3-CA-12037","FLGW18001-0837",NA,NA,NA,"ZONE 3 - CONFINED",0.025366468282,9.552e-12,39.422121710756,NA,"CONFINED AQUIFER","ZONE 3",281938.453,804419.255,3080101,"UPPER ST. JOHNS","Y",NA,NA,2018-03-14,NA,NA,"WGS84","Z3CA1802",1342,281938.468,804419.269,5525,NA,NA
"485","Z3-CA-12038","FLGW18001-0838",NA,NA,NA,"ZONE 3 - CONFINED",0.012445188945,4.5409e-11,80.352335700217,NA,"CONFINED AQUIFER","ZONE 3",291101.115,811004.668,3080103,"LOWER ST. JOHNS","Y",NA,NA,2018-03-15,NA,NA,"WGS84","Z3CA1802",53061,291101.138,811004.691,20677,NA,NA
"486","Z3-CA-13001","FLGW19001-0801",NA,NA,NA,"ZONE 3 - CONFINED",0.025080059604,2.1497e-11,39.872313534982,NA,"CONFINED AQUIFER","ZONE 3",293825,822039,3080102,"OKLAWAHA","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z3CA1902",NA,NA,NA,25184,NA,NA
"487","Z3-CA-13002","FLGW19001-0802",NA,NA,NA,"ZONE 3 - CONFINED",0.025080059604,1.7413e-11,39.872313534982,NA,"CONFINED AQUIFER","ZONE 3",301700.794,815736.213,3070204,"ST. MARYS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z3CA1902",6525,301700.794,815736.213,3469,NA,NA
"488","Z3-CA-13003","FLGW19001-0803",NA,NA,NA,"ZONE 3 - CONFINED",0.013349362859,4.1971e-11,74.9099421876,NA,"CONFINED AQUIFER","ZONE 3",293512.715,815333.919,3080102,"OKLAWAHA","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z3CA1902",5861,293512.715,815333.919,2505,NA,NA
"489","Z3-CA-13004","FLGW19001-0804",NA,NA,NA,"ZONE 3 - CONFINED",0.007471380965,7.499e-11,133.844065068515,NA,"CONFINED AQUIFER","ZONE 3",284935.079,811859.22,3080101,"UPPER ST. JOHNS","Y",NA,NA,2019-02-12,NA,NA,"NAD83","Z3CA1902",55239,284935.072,811859.209,20483,NA,NA
"490","Z3-CA-13005","FLGW19001-0805",NA,NA,NA,"ZONE 3 - CONFINED",0.025080059604,1.0136e-11,39.872313534982,NA,"CONFINED AQUIFER","ZONE 3",301635.441,822339.931,3070204,"ST. MARYS","Y",NA,NA,2019-03-14,NA,NA,"HPGN","Z3CA1902",2467,301635.441,822339.931,277,NA,NA
"491","Z3-CA-13006","FLGW19001-0806",NA,NA,NA,"ZONE 3 - CONFINED",0.012879959774,4.35e-11,77.639994031858,NA,"CONFINED AQUIFER","ZONE 3",294017,815139,3080103,"LOWER ST. JOHNS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1902",5900,294017,815139,2554,NA,NA
"492","Z3-CA-13007","FLGW19001-0807",NA,NA,NA,"ZONE 3 - CONFINED",0.025080059604,1.8729e-11,39.872313534982,NA,"CONFINED AQUIFER","ZONE 3",284121.927,815345.303,3080102,"OKLAWAHA","Y",NA,NA,2019-02-13,NA,NA,"WGS84","Z3CA1902",1393,284121.927,815345.303,6945,NA,NA
"493","Z3-CA-13008","FLGW19001-0808",NA,NA,NA,"ZONE 3 - CONFINED",0.025080059604,5.85e-12,39.872313534982,NA,"CONFINED AQUIFER","ZONE 3",273758.393,804554.865,3080101,"UPPER ST. JOHNS","Y",NA,NA,2019-03-13,NA,NA,"WGS84","Z3CA1902",55242,273758.456,804554.902,19825,NA,NA
"494","Z3-CA-13009","FLGW19001-0809",NA,NA,NA,"ZONE 3 - CONFINED",0.019129471657,2.9289e-11,52.275359085163,NA,"CONFINED AQUIFER","ZONE 3",302714.227,813514.273,3080103,"LOWER ST. JOHNS","Y",NA,NA,2019-03-04,NA,NA,"WGS84","Z3CA1902",4188,302714.227,813514.273,3000,NA,NA
"495","Z3-CA-13010","FLGW19001-0810",NA,NA,NA,"ZONE 3 - CONFINED",0.016494996074,3.3967e-11,60.624446077099,NA,"CONFINED AQUIFER","ZONE 3",292738,812236,3080103,"LOWER ST. JOHNS","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z3CA1902",4267,292738,812236,2480,NA,NA
"496","Z3-CA-13011","FLGW19001-0811",NA,NA,NA,"ZONE 3 - CONFINED",0.025080059604,1.8935e-11,39.872313534982,NA,"CONFINED AQUIFER","ZONE 3",285144.76,815526.283,3100208,"WITHLACOOCHEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z3CA1902",4943,285144.76,815526.283,2271,NA,NA
"497","Z3-CA-13012","FLGW19001-0812",NA,NA,NA,"ZONE 3 - CONFINED",0.025080059604,1.21e-11,39.872313534982,NA,"CONFINED AQUIFER","ZONE 3",275759.894,803807.926,3080101,"UPPER ST. JOHNS","Y",NA,NA,2019-03-12,NA,NA,"WGS84","Z3CA1902",1298,275759.894,803807.926,5486,NA,NA
"498","Z3-CA-13013","FLGW19001-0813",NA,NA,NA,"ZONE 3 - CONFINED",0.025080059604,2.2319e-11,39.872313534982,NA,"UNCONFINED AQUIFER","ZONE 3",303209.75,813716.214,3070205,"NASSAU","N","WRONG RESOURCE/NOT PART OF TARGET POPULATION","WELL TAPS WRONG RESOURCE",NA,NA,NA,"WGS84","Z3CA1902",1839,303209.75,813716.214,5834,NA,NA
"499","Z3-CA-13014","FLGW19001-0814",NA,NA,NA,"ZONE 3 - CONFINED",0.013293987777,4.2145e-11,75.221973782028,NA,"CONFINED AQUIFER","ZONE 3",292607.086,813050.962,3080103,"LOWER ST. JOHNS","Y",NA,NA,2019-02-07,NA,NA,"NAD83","Z3CA1902",55246,292606.948,813050.812,11904,NA,NA
"500","Z3-CA-13015","FLGW19001-0815",NA,NA,NA,"ZONE 3 - CONFINED",0.008727661546,6.4196e-11,114.578228630835,NA,"CONFINED AQUIFER","ZONE 3",284101,812851,3080101,"UPPER ST. JOHNS","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z3CA1902",5545,284101,812851,2124,NA,NA
"501","Z3-CA-13016","FLGW19001-0816",NA,NA,NA,"ZONE 3 - CONFINED",0.024470203124,2.2896e-11,40.866027752983,NA,"CONFINED AQUIFER","ZONE 3",283139.335,810024.408,3080101,"UPPER ST. JOHNS","Y",NA,NA,2019-03-05,NA,NA,"WGS84","Z3CA1902",5508,283139.335,810024.408,2012,NA,NA
"502","Z3-CA-13017","FLGW19001-0817",NA,NA,NA,"ZONE 3 - CONFINED",0.024205028671,2.3147e-11,41.313729208946,NA,"CONFINED AQUIFER","ZONE 3",293009,821609,3080102,"OKLAWAHA","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z3CA1902",NA,NA,NA,25484,NA,NA
"503","Z3-CA-13018","FLGW19001-0818",NA,NA,NA,"ZONE 3 - CONFINED",0.013285988785,4.2171e-11,75.267262087788,NA,"CONFINED AQUIFER","ZONE 3",294937,815503,3080103,"LOWER ST. JOHNS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1902",3947,294937,815503,2594,NA,NA
"504","Z3-CA-13019","FLGW19001-0819",NA,NA,NA,"ZONE 3 - CONFINED",0.016521976096,3.3911e-11,60.525447694685,NA,"CONFINED AQUIFER","ZONE 3",293313,820447,3080102,"OKLAWAHA","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1902",1655,293313,820447,13743,NA,NA
"505","Z3-CA-13020","FLGW19001-0820",NA,NA,NA,"ZONE 3 - CONFINED",0.009396535333,5.9626e-11,106.422203992197,NA,"CONFINED AQUIFER","ZONE 3",285330,811025,3080101,"UPPER ST. JOHNS","Y",NA,NA,2019-02-12,NA,NA,"NAD83","Z3CA1902",55248,285329.864,811024.434,17458,NA,NA
"506","Z3-CA-13021","FLGW19001-0821",NA,NA,NA,"ZONE 3 - CONFINED",0.025080059604,1.257e-11,39.872313534982,NA,"CONFINED AQUIFER","ZONE 3",302252.035,821950.717,3070204,"ST. MARYS","Y",NA,NA,2019-02-06,NA,NA,"HPGN","Z3CA1902",1829,302252.035,821950.717,5415,NA,NA
"507","Z3-CA-13022","FLGW19001-0822",NA,NA,NA,"ZONE 3 - CONFINED",0.019853677893,2.822e-11,50.368501261365,NA,"CONFINED AQUIFER","ZONE 3",300430,815344,3080103,"LOWER ST. JOHNS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z3CA1902",3986,300430,815344,2693,NA,NA
"508","Z3-CA-13023","FLGW19001-0823",NA,NA,NA,"ZONE 3 - CONFINED",0.025080059604,1.5931e-11,39.872313534982,NA,"CONFINED AQUIFER","ZONE 3",282808.802,815003.976,3080102,"OKLAWAHA","Y",NA,NA,2019-03-12,NA,NA,"WGS84","Z3CA1902",38423,282808.802,815003.976,7070,NA,NA
"509","Z3-CA-13024","FLGW19001-0824",NA,NA,NA,"ZONE 3 - CONFINED",0.025080059604,9.475e-12,39.872313534982,NA,"CONFINED AQUIFER","ZONE 3",280707.014,810027.277,3080101,"UPPER ST. JOHNS","Y",NA,NA,2019-03-12,NA,NA,"HPGN","Z3CA1902",55251,280707.033,810027.289,11807,NA,NA
"510","Z3-CA-13025","FLGW19001-0825",NA,NA,NA,"ZONE 3 - CONFINED",0.015139926542,3.7007e-11,66.050518620435,NA,"CONFINED AQUIFER","ZONE 3",301902,813556,3080103,"LOWER ST. JOHNS","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z3CA1902",4173,301902,813556,2872,NA,NA
